1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,1.000001000000000058e+05,0.000000000000000000e+00
1.000000003598805633e+05,1.000000003598801559e+05,1.000000003602493962e+05,1.000000003609902342e+05,1.000000003621073556e+05,1.000000003636075126e+05,1.000000003654992179e+05,1.000000003677924542e+05,1.000000003704980190e+05,1.000000003736266663e+05,1.000000003771882621e+05,1.000000003811899514e+05,1.000000003856343974e+05,1.000000003905168996e+05,1.000000003958223388e+05,1.000000004015201703e+05,1.000000004075583129e+05,1.000000004138549120e+05,1.000000004202866403e+05,1.000000004266726028e+05,1.000000004321060551e+05,0.000000000000000000e+00
1.000000003620171919e+05,1.000000003620168718e+05,1.000000003619279305e+05,1.000000003617509064e+05,1.000000003614876332e+05,1.000000003611409193e+05,1.000000003607145918e+05,1.000000003602138750e+05,1.000000003596449242e+05,1.000000003590153065e+05,1.000000003583335492e+05,1.000000003576089075e+05,1.000000003568507382e+05,1.000000003560678597e+05,1.000000003552669223e+05,1.000000003544505307e+05,1.000000003536147851e+05,1.000000003527451627e+05,1.000000003518110752e+05,1.000000003507567744e+05,1.000000003488478978e+05,0.000000000000000000e+00
1.000000003381561692e+05,1.000000003381556598e+05,1.000000003381167335e+05,1.000000003380398848e+05,1.000000003379273112e+05,1.000000003377820103e+05,1.000000003376080131e+05,1.000000003374101070e+05,1.000000003371935018e+05,1.000000003369638143e+05,1.000000003367269819e+05,1.000000003364886070e+05,1.000000003362540156e+05,1.000000003360278934e+05,1.000000003358140821e+05,1.000000003356154048e+05,1.000000003354337823e+05,1.000000003352702624e+05,1.000000003351253981e+05,1.000000003350004990e+05,1.000000003342589771e+05,0.000000000000000000e+00
1.000000003180208732e+05,1.000000003180204949e+05,1.000000003180099739e+05,1.000000003179893683e+05,1.000000003179593914e+05,1.000000003179210180e+05,1.000000003178756597e+05,1.000000003178249171e+05,1.000000003177703475e+05,1.000000003177137405e+05,1.000000003176567698e+05,1.000000003176011087e+05,1.000000003175482852e+05,1.000000003174995800e+05,1.000000003174560843e+05,1.000000003174187295e+05,1.000000003173881560e+05,1.000000003173650184e+05,1.000000003173498117e+05,1.000000003173431323e+05,1.000000003167057876e+05,0.000000000000000000e+00
1.000000002989328932e+05,1.000000002989323402e+05,1.000000002989301574e+05,1.000000002989258210e+05,1.000000002989196510e+05,1.000000002989116911e+05,1.000000002989023051e+05,1.000000002988918277e+05,1.000000002988805791e+05,1.000000002988689521e+05,1.000000002988572669e+05,1.000000002988459310e+05,1.000000002988352062e+05,1.000000002988254419e+05,1.000000002988168853e+05,1.000000002988098131e+05,1.000000002988044580e+05,1.000000002988010092e+05,1.000000002987995540e+05,1.000000002988003398e+05,1.000000002981637081e+05,0.000000000000000000e+00
1.000000002800625516e+05,1.000000002800619259e+05,1.000000002800614457e+05,1.000000002800605871e+05,1.000000002800593502e+05,1.000000002800577204e+05,1.000000002800557413e+05,1.000000002800534130e+05,1.000000002800508810e+05,1.000000002800480579e+05,1.000000002800451184e+05,1.000000002800420043e+05,1.000000002800388465e+05,1.000000002800356015e+05,1.000000002800324728e+05,1.000000002800295479e+05,1.000000002800268267e+05,1.000000002800242364e+05,1.000000002800219372e+05,1.000000002800200455e+05,1.000000002793787426e+05,0.000000000000000000e+00
1.000000002612366661e+05,1.000000002612363460e+05,1.000000002612360840e+05,1.000000002612356038e+05,1.000000002612349199e+05,1.000000002612340759e+05,1.000000002612329990e+05,1.000000002612317476e+05,1.000000002612302196e+05,1.000000002612284588e+05,1.000000002612264652e+05,1.000000002612242824e+05,1.000000002612218086e+05,1.000000002612192038e+05,1.000000002612164244e+05,1.000000002612134704e+05,1.000000002612103272e+05,1.000000002612070821e+05,1.000000002612036769e+05,1.000000002612001263e+05,1.000000002605566842e+05,0.000000000000000000e+00
1.000000002424311242e+05,1.000000002424307168e+05,1.000000002424305276e+05,1.000000002424300619e+05,1.000000002424293780e+05,1.000000002424284903e+05,1.000000002424273844e+05,1.000000002424260601e+05,1.000000002424245031e+05,1.000000002424226695e+05,1.000000002424205886e+05,1.000000002424183040e+05,1.000000002424158010e+05,1.000000002424130944e+05,1.000000002424101403e+05,1.000000002424069389e+05,1.000000002424034756e+05,1.000000002423997939e+05,1.000000002423959086e+05,1.000000002423917758e+05,1.000000002417476499e+05,0.000000000000000000e+00
1.000000002236457949e+05,1.000000002236458240e+05,1.000000002236455912e+05,1.000000002236450819e+05,1.000000002236443106e+05,1.000000002236432774e+05,1.000000002236420405e+05,1.000000002236406144e+05,1.000000002236389264e+05,1.000000002236370492e+05,1.000000002236349246e+05,1.000000002236325527e+05,1.000000002236299770e+05,1.000000002236271976e+05,1.000000002236241708e+05,1.000000002236208238e+05,1.000000002236172732e+05,1.000000002236134751e+05,1.000000002236094442e+05,1.000000002236052242e+05,1.000000002229609672e+05,0.000000000000000000e+00
