1.000145405336150725e+05,1.000145405336150725e+05,1.000145540453723224e+05,1.000145812699482049e+05,1.000146226043235511e+05,1.000146786309366435e+05,1.000147500997165334e+05,1.000148378934907232e+05,1.000149429534274386e+05,1.000150661274564918e+05,1.000152079309266555e+05,1.000153683194485202e+05,1.000155467299505544e+05,1.000157428097573575e+05,1.000159589139696327e+05,1.000162020518548670e+05,1.000164885018632922e+05,1.000168484863324411e+05,1.000173190152196767e+05,1.000179187950570922e+05,1.000189478721932246e+05,0.000000000000000000e+00
1.000145405336150725e+05,1.000145402865054202e+05,1.000145537766317575e+05,1.000145809592822334e+05,1.000146222339641245e+05,1.000146781866022211e+05,1.000147495712068630e+05,1.000148372748032562e+05,1.000149422423095093e+05,1.000150653243753040e+05,1.000152070375586482e+05,1.000153673369815224e+05,1.000155456577276782e+05,1.000157416449277371e+05,1.000159576526045275e+05,1.000162006912833895e+05,1.000164870433430915e+05,1.000168469372386753e+05,1.000173173901797854e+05,1.000179171157808887e+05,1.000189461656337371e+05,0.000000000000000000e+00
1.000128531918569352e+05,1.000128498276294995e+05,1.000128471109138336e+05,1.000128414487351256e+05,1.000128323662219191e+05,1.000128191029927111e+05,1.000128005463254376e+05,1.000127751349634927e+05,1.000127407379993092e+05,1.000126945190921106e+05,1.000126328048550786e+05,1.000125510254762921e+05,1.000124439882575680e+05,1.000123072042573476e+05,1.000121454454007908e+05,1.000119728978678177e+05,1.000118014481055579e+05,1.000116391991162091e+05,1.000114909800447058e+05,1.000113516973479709e+05,1.000111903901886399e+05,0.000000000000000000e+00
1.000114096417537658e+05,1.000114089581050212e+05,1.000114067083074769e+05,1.000114018672043894e+05,1.000113937843360472e+05,1.000113815584884433e+05,1.000113641063895193e+05,1.000113402166047890e+05,1.000113085568817332e+05,1.000112676154341316e+05,1.000112156054642401e+05,1.000111504757061339e+05,1.000110703696373239e+05,1.000109749301330012e+05,1.000108687497799838e+05,1.000107636684737081e+05,1.000106726304745680e+05,1.000106029904774041e+05,1.000105558167543495e+05,1.000105262137397222e+05,1.000105058703956020e+05,0.000000000000000000e+00
1.000104443091998983e+05,1.000104386729740945e+05,1.000104355059607042e+05,1.000104292510139931e+05,1.000104200225561799e+05,1.000104079043574166e+05,1.000103928949776600e+05,1.000103748981651152e+05,1.000103537801114871e+05,1.000103294750551868e+05,1.000103020613793633e+05,1.000102716826221731e+05,1.000102381928936520e+05,1.000102021731728455e+05,1.000101654986439098e+05,1.000101316129663901e+05,1.000101029971742828e+05,1.000100807370926195e+05,1.000100643399687833e+05,1.000100521461781900e+05,1.000100422695298039e+05,0.000000000000000000e+00
1.000098653407538950e+05,1.000098689283227141e+05,1.000098613542977691e+05,1.000098466106988344e+05,1.000098254688755987e+05,1.000097989847396238e+05,1.000097683720607311e+05,1.000097348696330882e+05,1.000096996406821854e+05,1.000096637169345631e+05,1.000096280261319771e+05,1.000095934862240247e+05,1.000095611278577417e+05,1.000095318340396916e+05,1.000095057519035618e+05,1.000094849091159704e+05,1.000094708047671302e+05,1.000094634116660163e+05,1.000094616113675293e+05,1.000094637764368526e+05,1.000094682032051351e+05,0.000000000000000000e+00
1.000091492587279208e+05,1.000091505250418122e+05,1.000091475971365580e+05,1.000091414367881807e+05,1.000091315635758365e+05,1.000091175279833406e+05,1.000090991356732848e+05,1.000090766092766135e+05,1.000090506416916614e+05,1.000090223621577898e+05,1.000089932728602143e+05,1.000089651881682075e+05,1.000089400325761817e+05,1.000089200610869884e+05,1.000089067580352421e+05,1.000088989757324744e+05,1.000088945714485890e+05,1.000088917433885217e+05,1.000088892751395470e+05,1.000088863988140947e+05,1.000088825383424555e+05,0.000000000000000000e+00
1.000083911784654483e+05,1.000083869175482832e+05,1.000083894769424223e+05,1.000083944298760034e+05,1.000084014049928519e+05,1.000084098185009934e+05,1.000084189516420010e+05,1.000084280946600338e+05,1.000084367010929273e+05,1.000084445027148322e+05,1.000084515607524809e+05,1.000084582527237217e+05,1.000084652314387349e+05,1.000084724694787001e+05,1.000084789171239245e+05,1.000084838437971048e+05,1.000084876460963569e+05,1.000084910006231512e+05,1.000084947456150549e+05,1.000084998607389716e+05,1.000085073553329130e+05,0.000000000000000000e+00
1.000077956761359383e+05,1.000077924068737339e+05,1.000077888281682390e+05,1.000077824402291881e+05,1.000077745779894321e+05,1.000077668103930628e+05,1.000077605897895846e+05,1.000077570033948577e+05,1.000077566777161992e+05,1.000077598105203069e+05,1.000077662572791305e+05,1.000077756089083705e+05,1.000077871110807610e+05,1.000078002444438462e+05,1.000078145380553469e+05,1.000078277710275142e+05,1.000078375348805857e+05,1.000078425525090133e+05,1.000078426500960049e+05,1.000078384715028224e+05,1.000078312674802728e+05,0.000000000000000000e+00
1.000072244860430073e+05,1.000072300763959356e+05,1.000072286243427661e+05,1.000072257162335154e+05,1.000072213737431448e+05,1.000072156696344318e+05,1.000072087283580040e+05,1.000072007010523084e+05,1.000071917323390953e+05,1.000071819545045146e+05,1.000071715044755838e+05,1.000071605763916741e+05,1.000071495308867452e+05,1.000071386180728150e+05,1.000071283433405915e+05,1.000071194547718333e+05,1.000071132933481567e+05,1.000071104720313160e+05,1.000071108328931441e+05,1.000071135797404713e+05,1.000071174009287060e+05,0.000000000000000000e+00
1.000064602613116149e+05,1.000064565824322344e+05,1.000064618439015758e+05,1.000064717282120837e+05,1.000064850691246393e+05,1.000065003828023036e+05,1.000065161291934783e+05,1.000065309411934722e+05,1.000065437548191840e+05,1.000065538613128447e+05,1.000065609622461197e+05,1.000065652832086780e+05,1.000065674922128819e+05,1.000065691358463955e+05,1.000065716601407621e+05,1.000065745340933063e+05,1.000065765094280214e+05,1.000065767657852266e+05,1.000065751917431626e+05,1.000065722361925873e+05,1.000065686083929031e+05,0.000000000000000000e+00
1.000058842196708574e+05,1.000058783571127278e+05,1.000058777344774280e+05,1.000058768544986669e+05,1.000058763828972587e+05,1.000058771832194034e+05,1.000058801637805591e+05,1.000058861076272151e+05,1.000058955569290993e+05,1.000059087124677462e+05,1.000059253287573520e+05,1.000059446120467619e+05,1.000059654051486577e+05,1.000059853564278164e+05,1.000060021333148616e+05,1.000060142202561401e+05,1.000060222028651915e+05,1.000060271418365155e+05,1.000060302119973931e+05,1.000060326986262808e+05,1.000060361531545059e+05,0.000000000000000000e+00
