-0.000000000000000000e+00,-9.952620604692269043e-03,-2.007274854003695055e-02,-3.050399910994667368e-02,-4.136724693220827920e-02,-5.276988923718787389e-02,-6.477846638451686956e-02,-7.733021310830757999e-02,-9.010353540460784572e-02,-1.023911869372781253e-01,-1.130099938915944124e-01,-1.202883933096439428e-01,-1.220671894181581119e-01,-1.154622838493543358e-01,-9.827345599064919723e-02,-6.843362720498329110e-02,-3.062059440734352794e-02,9.065506728710865172e-03,3.768766921098712364e-02,5.285641948971380594e-02,-0.000000000000000000e+00
0.000000000000000000e+00,9.952620604692269043e-03,2.007274854003695055e-02,3.050399910994667368e-02,4.136724693220827920e-02,5.276988923718787389e-02,6.477846638451686956e-02,7.733021310830757999e-02,9.010353540460784572e-02,1.023911869372781253e-01,1.130099938915944124e-01,1.202883933096439428e-01,1.220671894181581119e-01,1.154622838493543358e-01,9.827345599064919723e-02,6.843362720498329110e-02,3.062059440734352794e-02,-9.065506728710865172e-03,-3.768766921098712364e-02,-5.285641948971380594e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.298275286959403065e-02,-2.627571828835457632e-02,-4.014429157310182156e-02,-5.480691230596423241e-02,-7.046036033829003453e-02,-8.727228423566345261e-02,-1.052964197643163763e-01,-1.243218889170703834e-01,-1.437099985895350651e-01,-1.622670212185007843e-01,-1.782412868392287408e-01,-1.894392074656810199e-01,-1.927093049315936613e-01,-1.858892143646181105e-01,-1.655423101891224380e-01,-1.363523957957317734e-01,-1.029584256910741347e-01,-8.111545052535912292e-02,-6.085584870480391373e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.284658987602210319e-03,1.076231567803034687e-02,1.659058865872460944e-02,2.291233784307868462e-02,2.991236509037039845e-02,3.783091000377142299e-02,4.687540051255382340e-02,5.704581300602438315e-02,6.794149988820202823e-02,7.858970084793487354e-02,8.736202608734934538e-02,9.211133919938330195e-02,8.942548879380518567e-02,7.714828943382132098e-02,5.116919367519748990e-02,1.624694978532828862e-02,-2.414278241068489386e-02,-5.065130848791853796e-02,-5.315754766843719392e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.481971973239818233e-02,-2.974974129879120327e-02,-4.490105196046322023e-02,-6.040713465593126191e-02,-7.644038279920650769e-02,-9.317552264935827222e-02,-1.106908571443089295e-01,-1.288503427987389427e-01,-1.472173030933566218e-01,-1.649771823607402432e-01,-1.808695303706470692e-01,-1.934007171746343900e-01,-1.993966052900405517e-01,-1.972022879311720878e-01,-1.809624517502840257e-01,-1.551749348684118290e-01,-1.198469867812205908e-01,-9.230754280809370937e-02,-5.764914227465086499e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.418193549026253639e-03,7.394670179322678991e-03,1.238245400324512052e-02,1.867231346072719192e-02,2.638271095652286111e-02,3.546249434173413123e-02,4.568274575546157207e-02,5.661727585595515561e-02,6.762106217555986787e-02,7.776266580587103128e-02,8.568853964785892730e-02,9.010133560972660716e-02,8.780306314783094257e-02,7.815490734245755799e-02,5.470253800445936537e-02,2.299068456502784824e-02,-1.850307693826630517e-02,-4.334155047281329498e-02,-4.221871839474074239e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.012213349792776169e-02,-2.097536399341059371e-02,-3.306452070147274103e-02,-4.659471983457545707e-02,-6.156114090513834652e-02,-7.788577416325986880e-02,-9.547631428929712061e-02,-1.141606314293362595e-01,-1.335495054658883962e-01,-1.528733785829163583e-01,-1.707278564764128925e-01,-1.859021097642737930e-01,-1.945892881624094184e-01,-1.967142289013029677e-01,-1.838513843172420448e-01,-1.622931664333143453e-01,-1.245709895412935447e-01,-9.116521246073654161e-02,-4.648641017179729051e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.269152105525691611e-02,2.466399773438635035e-02,3.533935158111731895e-02,4.444942432419179273e-02,5.215863103026258801e-02,5.902359034001807003e-02,6.576128817985091302e-02,7.292189826610102898e-02,8.063064885878008792e-02,8.846939560373275058e-02,9.517653233019350567e-02,1.000419243541366132e-01,9.898979709818123141e-02,9.335673582315157093e-02,7.331571918257881459e-02,4.767571132596572225e-02,7.456343794840134508e-03,-1.459467147102665695e-02,-1.868224991294388862e-02,0.000000000000000000e+00
0.000000000000000000e+00,-2.165488202329774597e-02,-4.223495634510154861e-02,-6.098934457185625074e-02,-7.769756401386093692e-02,-9.266996693007849284e-02,-1.065403381511725450e-01,-1.199582948197854548e-01,-1.333294782982621107e-01,-1.467122617676684393e-01,-1.598568385937363945e-01,-1.716733720560923437e-01,-1.821500370141971303e-01,-1.866624872125885182e-01,-1.879502944921033758e-01,-1.734558733006969222e-01,-1.537538086586537067e-01,-1.115802550899757523e-01,-7.561515860615197759e-02,-2.905740877532844713e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.684763421874084073e-03,1.221599147292093054e-02,2.022936034864898300e-02,3.001291864636482579e-02,4.148437134457201581e-02,5.427404173940284654e-02,6.785808963309108988e-02,8.165533614322531553e-02,9.504689006713862298e-02,1.074090641581096073e-01,1.171792091432980742e-01,1.246990816644555078e-01,1.245543695063372064e-01,1.219266127068860395e-01,1.024488122472753671e-01,8.176011289945724070e-02,3.998861049394154821e-02,1.866044541436807577e-02,3.325427185363365006e-03,0.000000000000000000e+00
0.000000000000000000e+00,-6.519523757517900128e-03,-1.390559289682475469e-02,-2.276535871789010096e-02,-3.335520146942170389e-02,-4.569307491746122524e-02,-5.975997149725757046e-02,-7.561055388294352086e-02,-9.326573913706061314e-02,-1.124416288652054646e-01,-1.324949454270849813e-01,-1.511127728104719459e-01,-1.684563142958335202e-01,-1.769484047537401017e-01,-1.831827880550747634e-01,-1.683314916774710512e-01,-1.518957142356834045e-01,-1.041776378525921254e-01,-6.885933258045238980e-02,-2.144839382035220246e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.341900053926739196e-03,-1.912901105478110025e-03,-1.017786609563410940e-03,1.967127755945000545e-03,7.623348434694361513e-03,1.643310552125031368e-02,2.861357385295168476e-02,4.392083187207754952e-02,6.153427028233273560e-02,8.048084994964305183e-02,9.797432528493724146e-02,1.151756716782051659e-01,1.230508539766436010e-01,1.312596108075330115e-01,1.162429144880299248e-01,1.039803343822089665e-01,5.840000051987410956e-02,3.832003530641722028e-02,1.228655168391987705e-02,0.000000000000000000e+00
